01;104;5586;20;1000;00;1000;Lausanne;Lausanne;VD;2;;130;19880301;100060;N
01;105;5586;80;1000;01;1000;Lausanne 1 Dépôt;Lausanne 1 Dépôt;VD;2;;130;20050401;100060;
01;106;5586;80;1000;02;1000;Lausanne 2;Lausanne 2;VD;2;;149;20080101;100200;
01;107;5586;30;1000;03;1000;Lausanne 3;Lausanne 3;VD;2;;107;19860521;100003;
01;110;5586;80;1000;06;1000;Lausanne Ouchy;Lausanne Ouchy;VD;2;;130;20140401;100060;
01;111;5586;80;1000;07;1000;Lausanne 7;Lausanne 7;VD;2;;130;20161003;100060;
01;112;5586;30;1000;08;1000;Lausanne 8;Lausanne 8;VD;2;;112;19970520;100008;
01;114;5586;30;1000;12;1000;Lausanne 12;Lausanne 12;VD;2;;114;19940621;100012;
01;116;5586;30;1000;14;1000;Lausanne 14;Lausanne 14;VD;2;;116;19920210;100014;
01;117;5586;30;1000;16;1000;Lausanne 16;Lausanne 16;VD;2;;117;19860521;100016;
01;118;5586;80;1000;17;1000;Lausanne 17;Lausanne 17;VD;2;;130;20060601;100060;
01;119;5586;80;1000;19;1000;Lausanne 19;Lausanne 19;VD;2;;130;20040501;100060;
01;120;5586;30;1000;20;1000;Lausanne 20;Lausanne 20;VD;2;;120;19930906;100020;
01;121;5586;80;1000;21;1000;Lausanne Grangette;Lausanne Grangette;VD;2;;130;20150316;100060;
01;122;5586;30;1000;22;1000;Lausanne 22;Lausanne 22;VD;2;;122;19860521;100022;
01;123;5586;30;1000;23;1000;Lausanne 23;Lausanne 23;VD;2;;123;19910627;100023;
01;124;5586;80;1000;24;1000;Lausanne 24;Lausanne 24 Vennes;VD;2;;130;20060601;100060;
01;125;5586;20;1000;25;1000;Lausanne 25;Lausanne 25;VD;2;;7496;20121001;106660;J
01;126;5586;10;1000;26;1000;Lausanne 26;Lausanne 26;VD;2;;126;19860521;100026;J
01;127;5586;20;1000;27;1000;Lausanne 27;Lausanne 27;VD;2;;126;19970728;100026;J
01;130;5586;80;1000;60;1000;Lausanne Dist;Lausanne Distribution;VD;2;;130;19980318;100060;
01;145;5586;30;1001;01;1000;Lausanne;Lausanne;VD;2;;145;19980318;100101;
01;149;5586;30;1002;00;1000;Lausanne;Lausanne;VD;2;;149;19991025;100200;
01;150;5586;20;1003;00;1000;Lausanne;Lausanne;VD;2;;130;19860521;100060;J
01;151;5586;20;1004;00;1000;Lausanne;Lausanne;VD;2;;130;19860521;100060;J
01;152;5586;20;1005;00;1000;Lausanne;Lausanne;VD;2;;130;19860521;100060;J
01;153;5586;20;1006;00;1000;Lausanne;Lausanne;VD;2;;130;19860521;100060;J
01;154;5586;20;1007;00;1000;Lausanne;Lausanne;VD;2;;130;19860521;100060;J
01;156;5589;10;1008;00;1000;Prilly;Prilly;VD;2;;130;19960610;100060;J
01;157;5590;10;1009;00;1000;Pully;Pully;VD;2;;130;19960610;100060;J
01;158;5586;20;1010;00;1000;Lausanne;Lausanne;VD;2;;130;20120601;100060;J
01;159;5586;20;1011;00;1000;Lausanne;Lausanne;VD;2;;159;20090401;101100;J
01;160;5586;20;1012;00;1000;Lausanne;Lausanne;VD;2;;130;19860521;100060;J
01;162;5586;40;1014;00;1000;Lausanne Adm cant;Lausanne Adm cant VD;VD;2;;130;20160201;100060;
01;163;5635;10;1015;00;1000;Lausanne;Lausanne;VD;2;;130;20040401;100060;J
01;164;5586;20;1018;00;1000;Lausanne;Lausanne;VD;2;;130;20120601;100060;J
01;165;5591;20;1020;00;1020;Renens VD;Renens VD;VD;2;;7248;19911203;102060;J
01;166;5591;30;1020;01;1020;Renens VD 1;Renens VD 1;VD;2;;166;19960610;102001;
01;167;5591;30;1020;02;1020;Renens VD 2;Renens VD 2;VD;2;;167;19960610;102002;
01;168;5627;10;1022;00;1022;Chavannes-Renens;Chavannes-près-Renens;VD;2;;7248;19960610;102060;J
01;169;5583;20;1023;00;1023;Crissier;Crissier;VD;2;;7172;20010912;102360;J
01;170;5635;10;1024;00;1024;Ecublens VD;Ecublens VD;VD;2;;7172;19860521;102360;J
01;171;5648;10;1025;00;1025;St-Sulpice VD;St-Sulpice VD;VD;2;;6256;19860521;111060;J
01;173;5633;30;1026;00;1026;Echandens-Denges;Echandens-Denges;VD;2;;173;20050301;102600;
01;174;5638;10;1027;00;1027;Lonay;Lonay;VD;2;;6256;19930427;111060;J
01;175;5643;10;1028;00;1028;Préverenges;Préverenges;VD;2;;6256;19860521;111060;J
01;178;5624;10;1030;00;1030;Bussigny;Bussigny;VD;2;;7171;19890308;103060;J
01;179;5592;10;1032;00;1032;Romanel-s-Lausanne;Romanel-sur-Lausanne;VD;2;;7497;19990908;103360;J
01;180;5582;10;1033;00;1033;Cheseaux-Lausanne;Cheseaux-sur-Lausanne;VD;2;;7497;19890329;103360;J
01;182;5521;10;1037;00;1037;Etagnières;Etagnières;VD;2;;7497;20080701;103360;J
01;183;5512;10;1038;00;1038;Bercher;Bercher;VD;2;;183;19860521;103800;J
01;185;5518;10;1040;00;1040;Echallens;Echallens;VD;2;;7670;19960806;104060;J
01;191;5535;20;1040;03;1040;St-Barthélemy VD;St-Barthélemy VD;VD;2;;7670;20021101;104060;J
01;192;5529;20;1377;00;1377;Oulens-Echallens;Oulens-sous-Echallens;VD;2;;7670;20021101;104060;J
01;193;5471;20;1042;04;1042;Bettens;Bettens;VD;2;;208;20010906;104200;J
